Participant,Age,Language,Ethnicity,Gender,Evaluation.Type,Condition,Profile Number,Order,Text,Liking,Attention Check,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,MR.Composite
26,39,English,White,Female,Actual,Control,18,Order1,,1,,5,5,4,3,4,5,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4.3
27,48,English,White,Female,Actual,Control,8,Order1,,5,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,16,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,11,Order1,,3,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,2,Order1,,5,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,14,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,3,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,9,Order1,,3,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,7,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,17,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,15,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,12,Order1,,5,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,4,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,13,Order1,,5,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,6,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Maximize,1,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,5,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,10,Order1,,4,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
27,48,English,White,Female,Actual,Control,18,Order1,,1,,4,4,5,3,4,4,4,4,3,3,5,4,4,4,3,4,5,5,3,4,4.35
28,41,English,White,Male,Actual,Control,8,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,16,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,11,Order1,,5,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,2,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,14,Order1,,4,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,3,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,9,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,7,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,17,Order1,,4,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,15,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,12,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,4,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,13,Order1,,6,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,6,Order1,,5,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Maximize,1,Order1,,4,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,5,Order1,,5,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,10,Order1,,5,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
28,41,English,White,Male,Actual,Control,18,Order1,,2,,7,6,4,3,4,6,3,6,4,6,6,3,3,5,2,5,6,6,3,5,5.15
29,27,English,White,Male,Actual,Control,8,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,28,English,White,Male,Actual,Control,16,Order1,,6,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,29,English,White,Male,Actual,Control,11,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,30,English,White,Male,Actual,Maximize,2,Order1,,3,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,31,English,White,Male,Actual,Control,14,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,32,English,White,Male,Actual,Control,3,Order1,,4,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,33,English,White,Male,Actual,Maximize,9,Order1,,6,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,34,English,White,Male,Actual,Maximize,7,Order1,,3,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,35,English,White,Male,Actual,Control,17,Order1,,4,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,36,English,White,Male,Actual,Maximize,15,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,37,English,White,Male,Actual,Maximize,12,Order1,,3,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,38,English,White,Male,Actual,Maximize,4,Order1,,2,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,39,English,White,Male,Actual,Control,13,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,40,English,White,Male,Actual,Maximize,6,Order1,,4,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,41,English,White,Male,Actual,Maximize,1,Order1,,6,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,42,English,White,Male,Actual,Control,5,Order1,,5,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,43,English,White,Male,Actual,Control,10,Order1,,3,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
29,44,English,White,Male,Actual,Control,18,Order1,,2,,5,6,5,3,4,4,3,5,5,4,6,6,5,3,4,4,3,6,5,5,4.35
30,33,English,White,Male,Actual,Control,8,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,16,Order1,,5,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,11,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,2,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,14,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,3,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,9,Order1,,4,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,7,Order1,,1,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,17,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,15,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,12,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,4,Order1,,1,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,13,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,6,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Maximize,1,Order1,,2,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,5,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,10,Order1,,3,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
30,33,English,White,Male,Actual,Control,18,Order1,,1,,7,5,7,1,7,4,7,3,1,3,7,7,1,4,1,7,7,4,1,7,6.05
31,34,English,White,Male,Actual,Control,8,Order1,,6,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,16,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,11,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,2,Order1,,6,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,14,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,3,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,9,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,7,Order1,,6,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,17,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,15,Order1,,5,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,12,Order1,,5,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,4,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,13,Order1,,5,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,6,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Maximize,1,Order1,,5,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,5,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,10,Order1,,4,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
31,34,English,White,Male,Actual,Control,18,Order1,,3,,4,5,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,6,4,4,4.2
32,31,English,White,Male,Actual,Control,8,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,16,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,11,Order1,,4,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,2,Order1,,6,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,14,Order1,,4,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,3,Order1,,4,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,9,Order1,,3,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,7,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,17,Order1,,4,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,15,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,12,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,4,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,13,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,6,Order1,,6,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Maximize,1,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,5,Order1,,5,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,10,Order1,,4,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
32,31,English,White,Male,Actual,Control,18,Order1,,2,,5,4,4,4,3,5,4,3,5,3,5,5,4,5,3,5,5,3,4,3,4.1
33,31,English,White,Male,Actual,Control,8,Order1,,6,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,16,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,11,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,2,Order1,,4,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,14,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,3,Order1,,4,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,9,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,7,Order1,,7,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,17,Order1,,3,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,15,Order1,,4,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,12,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,4,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,13,Order1,,6,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,6,Order1,,4,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Maximize,1,Order1,,3,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,5,Order1,,6,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,10,Order1,,5,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
33,31,English,White,Male,Actual,Control,18,Order1,,1,,1,2,2,6,1,3,3,2,6,2,1,2,5,2,5,2,1,2,5,2,2.05
34,24,English,White,Male,Actual,Control,8,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,16,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,11,Order1,,1,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,2,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,14,Order1,,1,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,3,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,9,Order1,,4,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,7,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,17,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,15,Order1,,4,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,12,Order1,,4,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,4,Order1,,4,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,13,Order1,,3,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,6,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Maximize,1,Order1,,3,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,5,Order1,,4,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,10,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
34,24,English,White,Male,Actual,Control,18,Order1,,5,,7,4,2,4,4,5,5,5,3,4,1,3,6,2,5,4,4,3,5,4,3.7
35,33,English,White,Male,Actual,Control,8,Order1,,6,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,16,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,11,Order1,,3,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,2,Order1,,6,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,14,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,3,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,9,Order1,,2,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,7,Order1,,6,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,17,Order1,,4,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,15,Order1,,6,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,12,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,4,Order1,,4,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,13,Order1,,4,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,6,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Maximize,1,Order1,,7,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,5,Order1,,6,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,10,Order1,,5,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
35,33,English,White,Male,Actual,Control,18,Order1,,3,,2,4,2,6,2,1,2,1,6,3,4,2,6,4,5,2,2,4,6,2,2.4
36,31,English,White,Male,Actual,Control,8,Order1,,6,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,16,Order1,,6,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,11,Order1,,3,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,2,Order1,,4,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,14,Order1,,7,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,3,Order1,,6,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,9,Order1,,4,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,7,Order1,,5,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,17,Order1,,3,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,15,Order1,,3,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,12,Order1,,5,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,4,Order1,,7,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,13,Order1,,6,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,6,Order1,,2,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Maximize,1,Order1,,2,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,5,Order1,,4,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,10,Order1,,5,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
36,31,English,White,Male,Actual,Control,18,Order1,,1,,1,4,2,5,1,4,1,4,3,3,4,1,4,2,4,5,1,4,3,1,2.95
37,32,English,White,Female,Actual,Control,8,Order1,,2,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Control,16,Order1,,5,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Control,11,Order1,,4,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Maximize,2,Order1,,6,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Control,14,Order1,,5,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Control,3,Order1,,4,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Maximize,9,Order1,,4,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Maximize,7,Order1,,4,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
37,32,English,White,Female,Actual,Control,17,Order1,,5,,6,7,6,2,6,6,6,5,4,3,4,4,3,5,2,6,4,4,4,4,5.05
